SNO,Values,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Value 11,Value 12,Value 13
979,235308.9605,235327.4669,235345.9734,235364.4798,235382.9862,235401.4926,235419.999,235438.5054,235457.0118,235475.5182,235494.0246,235512.531,235531.0374
980,235549.5438,235568.0502,235586.5566,235605.063,235623.5695,235642.0759,235660.5823,235679.0887,235697.5951,235716.1015,235734.6079,235753.1143,235771.6207
981,235790.1271,235808.6335,235827.1399,235845.6463,235864.1527,235882.6591,235901.1655,235919.672,235938.1784,235956.6848,235975.1912,235993.6976,236012.204
982,236030.7104,236049.2168,236067.7232,236086.2296,236104.736,236123.2424,236141.7488,236160.2552,236178.7616,236197.2681,236215.7745,236234.2809,236252.7873
983,236271.2937,236289.8001,236308.3065,236326.8129,236345.3193,236363.8257,236382.3321,236400.8385,236419.3449,236437.8513,236456.3577,236474.8642,236493.3706
984,236511.877,236530.3834,236548.8898,236567.3962,236585.9026,236604.409,236622.9154,236641.4218,236659.9282,236678.4346,236696.941,236715.4474,236733.9538
985,236752.4603,236770.9667,236789.4731,236807.9795,236826.4859,236844.9923,236863.4987,236882.0051,236900.5115,236919.0179,236937.5243,236956.0307,236974.5371
986,236993.0435,237011.5499,237030.0564,237048.5628,237067.0692,237085.5756,237104.082,237122.5884,237141.0948,237159.6012,237178.1076,237196.614,237215.1204
987,237233.6268,237252.1332,237270.6396,237289.146,237307.6525,237326.1589,237344.6653,237363.1717,237381.6781,237400.1845,237418.6909,237437.1973,237455.7037
988,237474.2101,237492.7165,237511.2229,237529.7293,237548.2357,237566.7421,237585.2486,237603.755,237622.2614,237640.7678,237659.2742,237677.7806,237696.287
989,237714.7934,237733.2998,237751.8062,237770.3126,237788.819,237807.3254,237825.8318,237844.3382,237862.8447,237881.3511,237899.8575,237918.3639,237936.8703
990,237955.3767,237973.8831,237992.3895,238010.8959,238029.4023,238047.9087,238066.4151,238084.9215,238103.4279,238121.9343,238140.4408,238158.9472,238177.4536
991,238195.96,238214.4664,238232.9728,238251.4792,238269.9856,238288.492,238306.9984,238325.5048,238344.0112,238362.5176,238381.024,238399.5304,238418.0369
992,238436.5433,238455.0497,238473.5561,238492.0625,238510.5689,238529.0753,238547.5817,238566.0881,238584.5945,238603.1009,238621.6073,238640.1137,238658.6201
993,238677.1265,238695.633,238714.1394,238732.6458,238751.1522,238769.6586,238788.165,238806.6714,238825.1778,238843.6842,238862.1906,238880.697,238899.2034
994,238917.7098,238936.2162,238954.7226,238973.2291,238991.7355,239010.2419,239028.7483,239047.2547,239065.7611,239084.2675,239102.7739,239121.2803,239139.7867
995,239158.2931,239176.7995,239195.3059,239213.8123,239232.3187,239250.8252,239269.3316,239287.838,239306.3444,239324.8508,239343.3572,239361.8636,239380.37
996,239398.8764,239417.3828,239435.8892,239454.3956,239472.902,239491.4084,239509.9148,239528.4213,239546.9277,239565.4341,239583.9405,239602.4469,239620.9533
997,239639.4597,239657.9661,239676.4725,239694.9789,239713.4853,239731.9917,239750.4981,239769.0045,239787.5109,239806.0174,239824.5238,239843.0302,239861.5366
998,239880.043,239898.5494,239917.0558,239935.5622,239954.0686,239972.575,239991.0814,240009.5878,240028.0942,240046.6006,240065.107,240083.6135,240102.1199
999,240120.6263,240139.1327,240157.6391,240176.1455,240194.6519,240213.1583,240231.6647,240250.1711,240268.6775,240287.1839,240305.6903,240324.1967,240342.7031
1000,240361.2096,240379.716,240398.2224,240416.7288,240435.2352,240453.7416,240472.248,240490.7544,240509.2608,240527.7672,240546.2736,240564.78,240583.2864
1001,240601.7928,240620.2992,240638.8057,240657.3121,240675.8185,240694.3249,240712.8313,240731.3377,240749.8441,240768.3505,240786.8569,240805.3633,240823.8697
1002,240842.3761,240860.8825,240879.3889,240897.8953,240916.4018,240934.9082,240953.4146,240971.921,240990.4274,241008.9338,241027.4402,241045.9466,241064.453
1003,241082.9594,241101.4658,241119.9722,241138.4786,241156.985,241175.4914,241193.9979,241212.5043,241231.0107,241249.5171,241268.0235,241286.5299,241305.0363
1004,241323.5427,241342.0491,241360.5555,241379.0619,241397.5683,241416.0747,241434.5811,241453.0875,241471.594,241490.1004,241508.6068,241527.1132,241545.6196
1005,241564.126,241582.6324,241601.1388,241619.6452,241638.1516,241656.658,241675.1644,241693.6708,241712.1772,241730.6836,241749.1901,241767.6965,241786.2029
1006,241804.7093,241823.2157,241841.7221,241860.2285,241878.7349,241897.2413,241915.7477,241934.2541,241952.7605,241971.2669,241989.7733,242008.2797,242026.7862
1007,242045.2926,242063.799,242082.3054,242100.8118,242119.3182,242137.8246,242156.331,242174.8374,242193.3438,242211.8502,242230.3566,242248.863,242267.3694
1008,242285.8758,242304.3823,242322.8887,242341.3951,242359.9015,242378.4079,242396.9143,242415.4207,242433.9271,242452.4335,242470.9399,242489.4463,242507.9527
1009,242526.4591,242544.9655,242563.4719,242581.9784,242600.4848,242618.9912,242637.4976,242656.004,242674.5104,242693.0168,242711.5232,242730.0296,242748.536
1010,242767.0424,242785.5488,242804.0552,242822.5616,242841.068,242859.5744,242878.0809,242896.5873,242915.0937,242933.6001,242952.1065,242970.6129,242989.1193
1011,243007.6257,243026.1321,243044.6385,243063.1449,243081.6513,243100.1577,243118.6641,243137.1705,243155.677,243174.1834,243192.6898,243211.1962,243229.7026
1012,243248.209,243266.7154,243285.2218,243303.7282,243322.2346,243340.741,243359.2474,243377.7538,243396.2602,243414.7666,243433.2731,243451.7795,243470.2859
1013,243488.7923,243507.2987,243525.8051,243544.3115,243562.8179,243581.3243,243599.8307,243618.3371,243636.8435,243655.3499,243673.8563,243692.3627,243710.8692
1014,243729.3756,243747.882,243766.3884,243784.8948,243803.4012,243821.9076,243840.414,243858.9204,243877.4268,243895.9332,243914.4396,243932.946,243951.4524
1015,243969.9588,243988.4653,244006.9717,244025.4781,244043.9845,244062.4909,244080.9973,244099.5037,244118.0101,244136.5165,244155.0229,244173.5293,244192.0357
1016,244210.5421,244229.0485,244247.5549,244266.0614,244284.5678,244303.0742,244321.5806,244340.087,244358.5934,244377.0998,244395.6062,244414.1126,244432.619
1017,244451.1254,244469.6318,244488.1382,244506.6446,244525.151,244543.6575,244562.1639,244580.6703,244599.1767,244617.6831,244636.1895,244654.6959,244673.2023
1018,244691.7087,244710.2151,244728.7215,244747.2279,244765.7343,244784.2407,244802.7471,244821.2536,244839.76,244858.2664,244876.7728,244895.2792,244913.7856
1019,244932.292,244950.7984,244969.3048,244987.8112,245006.3176,245024.824,245043.3304,245061.8368,245080.3432,245098.8497,245117.3561,245135.8625,245154.3689
1020,245172.8753,245191.3817,245209.8881,245228.3945,245246.9009,245265.4073,245283.9137,245302.4201,245320.9265,245339.4329,245357.9393,245376.4458,245394.9522
1021,245413.4586,245431.965,245450.4714,245468.9778,245487.4842,245505.9906,245524.497,245543.0034,245561.5098,245580.0162,245598.5226,245617.029,245635.5354
1022,245654.0419,245672.5483,245691.0547,245709.5611,245728.0675,245746.5739,245765.0803,245783.5867,245802.0931,245820.5995,245839.1059,245857.6123,245876.1187
1023,245894.6251,245913.1315,245931.638,245950.1444,245968.6508,245987.1572,246005.6636,246024.17,246042.6764,246061.1828,246079.6892,246098.1956,246116.702
1024,246135.2084,246153.7148,246172.2212,246190.7276,246209.2341,246227.7405,246246.2469,246264.7533,246283.2597,246301.7661,246320.2725,246338.7789,246357.2853
1025,246375.7917,246394.2981,246412.8045,246431.3109,246449.8173,246468.3237,246486.8302,246505.3366,246523.843,246542.3494,246560.8558,246579.3622,246597.8686
1026,246616.375,246634.8814,246653.3878,246671.8942,246690.4006,246708.907,246727.4134,246745.9198,246764.4263,246782.9327,246801.4391,246819.9455,246838.4519
1027,246856.9583,246875.4647,246893.9711,246912.4775,246930.9839,246949.4903,246967.9967,246986.5031,247005.0095,247023.5159,247042.0224,247060.5288,247079.0352
1028,247097.5416,247116.048,247134.5544,247153.0608,247171.5672,247190.0736,247208.58,247227.0864,247245.5928,247264.0992,247282.6056,247301.112,247319.6185
1029,247338.1249,247356.6313,247375.1377,247393.6441,247412.1505,247430.6569,247449.1633,247467.6697,247486.1761,247504.6825,247523.1889,247541.6953,247560.2017
1030,247578.7081,247597.2146,247615.721,247634.2274,247652.7338,247671.2402,247689.7466,247708.253,247726.7594,247745.2658,247763.7722,247782.2786,247800.785
1031,247819.2914,247837.7978,247856.3042,247874.8107,247893.3171,247911.8235,247930.3299,247948.8363,247967.3427,247985.8491,248004.3555,248022.8619,248041.3683
1032,248059.8747,248078.3811,248096.8875,248115.3939,248133.9003,248152.4068,248170.9132,248189.4196,248207.926,248226.4324,248244.9388,248263.4452,248281.9516
1033,248300.458,248318.9644,248337.4708,248355.9772,248374.4836,248392.99,248411.4964,248430.0029,248448.5093,248467.0157,248485.5221,248504.0285,248522.5349
1034,248541.0413,248559.5477,248578.0541,248596.5605,248615.0669,248633.5733,248652.0797,248670.5861,248689.0925,248707.599,248726.1054,248744.6118,248763.1182
1035,248781.6246,248800.131,248818.6374,248837.1438,248855.6502,248874.1566,248892.663,248911.1694,248929.6758,248948.1822,248966.6886,248985.1951,249003.7015
1036,249022.2079,249040.7143,249059.2207,249077.7271,249096.2335,249114.7399,249133.2463,249151.7527,249170.2591,249188.7655,249207.2719,249225.7783,249244.2847
1037,249262.7912,249281.2976,249299.804,249318.3104,249336.8168,249355.3232,249373.8296,249392.336,249410.8424,249429.3488,249447.8552,249466.3616,249484.868
1038,249503.3744,249521.8808,249540.3873,249558.8937,249577.4001,249595.9065,249614.4129,249632.9193,249651.4257,249669.9321,249688.4385,249706.9449,249725.4513
1039,249743.9577,249762.4641,249780.9705,249799.4769,249817.9833,249836.4898,249854.9962,249873.5026,249892.009,249910.5154,249929.0218,249947.5282,249966.0346
1040,249984.541,250003.0474,250021.5538,250040.0602,250058.5666,250077.073,250095.5794,250114.0859,250132.5923,250151.0987,250169.6051,250188.1115,250206.6179
1041,250225.1243,250243.6307,250262.1371,250280.6435,250299.1499,250317.6563,250336.1627,250354.6691,250373.1755,250391.682,250410.1884,250428.6948,250447.2012
1042,250465.7076,250484.214,250502.7204,250521.2268,250539.7332,250558.2396,250576.746,250595.2524,250613.7588,250632.2652,250650.7716,250669.2781,250687.7845
1043,250706.2909,250724.7973,250743.3037,250761.8101,250780.3165,250798.8229,250817.3293,250835.8357,250854.3421,250872.8485,250891.3549,250909.8613,250928.3677
1044,250946.8742,250965.3806,250983.887,251002.3934,251020.8998,251039.4062,251057.9126,251076.419,251094.9254,251113.4318,251131.9382,251150.4446,251168.951
1045,251187.4574,251205.9638,251224.4703,251242.9767,251261.4831,251279.9895,251298.4959,251317.0023,251335.5087,251354.0151,251372.5215,251391.0279,251409.5343
1046,251428.0407,251446.5471,251465.0535,251483.5599,251502.0664,251520.5728,251539.0792,251557.5856,251576.092,251594.5984,251613.1048,251631.6112,251650.1176
1047,251668.624,251687.1304,251705.6368,251724.1432,251742.6496,251761.156,251779.6625,251798.1689,251816.6753,251835.1817,251853.6881,251872.1945,251890.7009
1048,251909.2073,251927.7137,251946.2201,251964.7265,251983.2329,252001.7393,252020.2457,252038.7521,252057.2586,252075.765,252094.2714,252112.7778,252131.2842
1049,252149.7906,252168.297,252186.8034,252205.3098,252223.8162,252242.3226,252260.829,252279.3354,252297.8418,252316.3482,252334.8547,252353.3611,252371.8675
1050,252390.3739,252408.8803,252427.3867,252445.8931,252464.3995,252482.9059,252501.4123,252519.9187,252538.4251,252556.9315,252575.4379,252593.9443,252612.4508
1051,252630.9572,252649.4636,252667.97,252686.4764,252704.9828,252723.4892,252741.9956,252760.502,252779.0084,252797.5148,252816.0212,252834.5276,252853.034
1052,252871.5404,252890.0469,252908.5533,252927.0597,252945.5661,252964.0725,252982.5789,253001.0853,253019.5917,253038.0981,253056.6045,253075.1109,253093.6173
1053,253112.1237,253130.6301,253149.1365,253167.643,253186.1494,253204.6558,253223.1622,253241.6686,253260.175,253278.6814,253297.1878,253315.6942,253334.2006
1054,253352.707,253371.2134,253389.7198,253408.2262,253426.7326,253445.2391,253463.7455,253482.2519,253500.7583,253519.2647,253537.7711,253556.2775,253574.7839
1055,253593.2903,253611.7967,253630.3031,253648.8095,253667.3159,253685.8223,253704.3287,253722.8352,253741.3416,253759.848,253778.3544,253796.8608,253815.3672
1056,253833.8736,253852.38,253870.8864,253889.3928,253907.8992,253926.4056,253944.912,253963.4184,253981.9248,254000.4313,254018.9377,254037.4441,254055.9505
1057,254074.4569,254092.9633,254111.4697,254129.9761,254148.4825,254166.9889,254185.4953,254204.0017,254222.5081,254241.0145,254259.5209,254278.0274,254296.5338
1058,254315.0402,254333.5466,254352.053,254370.5594,254389.0658,254407.5722,254426.0786,254444.585,254463.0914,254481.5978,254500.1042,254518.6106,254537.117
1059,254555.6235,254574.1299,254592.6363,254611.1427,254629.6491,254648.1555,254666.6619,254685.1683,254703.6747,254722.1811,254740.6875,254759.1939,254777.7003
1060,254796.2067,254814.7131,254833.2196,254851.726,254870.2324,254888.7388,254907.2452,254925.7516,254944.258,254962.7644,254981.2708,254999.7772,255018.2836
1061,255036.79,255055.2964,255073.8028,255092.3092,255110.8157,255129.3221,255147.8285,255166.3349,255184.8413,255203.3477,255221.8541,255240.3605,255258.8669
1062,255277.3733,255295.8797,255314.3861,255332.8925,255351.3989,255369.9053,255388.4118,255406.9182,255425.4246,255443.931,255462.4374,255480.9438,255499.4502
1063,255517.9566,255536.463,255554.9694,255573.4758,255591.9822,255610.4886,255628.995,255647.5014,255666.0079,255684.5143,255703.0207,255721.5271,255740.0335
1064,255758.5399,255777.0463,255795.5527,255814.0591,255832.5655,255851.0719,255869.5783,255888.0847,255906.5911,255925.0975,255943.604,255962.1104,255980.6168
1065,255999.1232,256017.6296,256036.136,256054.6424,256073.1488,256091.6552,256110.1616,256128.668,256147.1744,256165.6808,256184.1872,256202.6936,256221.2001
1066,256239.7065,256258.2129,256276.7193,256295.2257,256313.7321,256332.2385,256350.7449,256369.2513,256387.7577,256406.2641,256424.7705,256443.2769,256461.7833
1067,256480.2897,256498.7961,256517.3026,256535.809,256554.3154,256572.8218,256591.3282,256609.8346,256628.341,256646.8474,256665.3538,256683.8602,256702.3666
1068,256720.873,256739.3794,256757.8858,256776.3922,256794.8987,256813.4051,256831.9115,256850.4179,256868.9243,256887.4307,256905.9371,256924.4435,256942.9499
1069,256961.4563,256979.9627,256998.4691,257016.9755,257035.4819,257053.9883,257072.4948,257091.0012,257109.5076,257128.014,257146.5204,257165.0268,257183.5332
1070,257202.0396,257220.546,257239.0524,257257.5588,257276.0652,257294.5716,257313.078,257331.5844,257350.0909,257368.5973,257387.1037,257405.6101,257424.1165
1071,257442.6229,257461.1293,257479.6357,257498.1421,257516.6485,257535.1549,257553.6613,257572.1677,257590.6741,257609.1805,257627.687,257646.1934,257664.6998
1072,257683.2062,257701.7126,257720.219,257738.7254,257757.2318,257775.7382,257794.2446,257812.751,257831.2574,257849.7638,257868.2702,257886.7766,257905.2831
1073,257923.7895,257942.2959,257960.8023,257979.3087,257997.8151,258016.3215,258034.8279,258053.3343,258071.8407,258090.3471,258108.8535,258127.3599,258145.8663
1074,258164.3727,258182.8792,258201.3856,258219.892,258238.3984,258256.9048,258275.4112,258293.9176,258312.424,258330.9304,258349.4368,258367.9432,258386.4496
1075,258404.956,258423.4624,258441.9688,258460.4753,258478.9817,258497.4881,258515.9945,258534.5009,258553.0073,258571.5137,258590.0201,258608.5265,258627.0329
1076,258645.5393,258664.0457,258682.5521,258701.0585,258719.5649,258738.0714,258756.5778,258775.0842,258793.5906,258812.097,258830.6034,258849.1098,258867.6162
1077,258886.1226,258904.629,258923.1354,258941.6418,258960.1482,258978.6546,258997.161,259015.6675,259034.1739,259052.6803,259071.1867,259089.6931,259108.1995
1078,259126.7059,259145.2123,259163.7187,259182.2251,259200.7315,259219.2379,259237.7443,259256.2507,259274.7571,259293.2636,259311.77,259330.2764,259348.7828
1079,259367.2892,259385.7956,259404.302,259422.8084,259441.3148,259459.8212,259478.3276,259496.834,259515.3404,259533.8468,259552.3532,259570.8597,259589.3661
1080,259607.8725,259626.3789,259644.8853,259663.3917,259681.8981,259700.4045,259718.9109,259737.4173,259755.9237,259774.4301,259792.9365,259811.4429,259829.9493
1081,259848.4558,259866.9622,259885.4686,259903.975,259922.4814,259940.9878,259959.4942,259978.0006,259996.507,260015.0134,260033.5198,260052.0262,260070.5326
1082,260089.039,260107.5454,260126.0519,260144.5583,260163.0647,260181.5711,260200.0775,260218.5839,260237.0903,260255.5967,260274.1031,260292.6095,260311.1159
1083,260329.6223,260348.1287,260366.6351,260385.1415,260403.648,260422.1544,260440.6608,260459.1672,260477.6736,260496.18,260514.6864,260533.1928,260551.6992
1084,260570.2056,260588.712,260607.2184,260625.7248,260644.2312,260662.7376,260681.2441,260699.7505,260718.2569,260736.7633,260755.2697,260773.7761,260792.2825
1085,260810.7889,260829.2953,260847.8017,260866.3081,260884.8145,260903.3209,260921.8273,260940.3337,260958.8402,260977.3466,260995.853,261014.3594,261032.8658
